Date,Hour,Daily Peak Probability
3/31/2009,15,0.045
3/31/2009,16,0.048
3/31/2009,17,0.051
3/31/2009,18,0.055
3/31/2009,19,0.058
3/31/2009,20,0.062
3/31/2009,21,0.066
3/31/2009,22,0.071
3/31/2009,23,0.075
3/31/2009,24,0.080
4/1/2009,1,0.018
4/1/2009,2,0.019
4/1/2009,3,0.021
4/1/2009,4,0.022
4/1/2009,5,0.024
4/1/2009,6,0.025
4/1/2009,7,0.027
4/1/2009,8,0.029
4/1/2009,9,0.031
4/1/2009,10,0.033
4/1/2009,11,0.035
4/1/2009,12,0.037
4/1/2009,13,0.040
4/1/2009,14,0.043
4/1/2009,15,0.045
4/1/2009,16,0.048
4/1/2009,17,0.051
4/1/2009,18,0.055
4/1/2009,19,0.058
4/1/2009,20,0.062
4/1/2009,21,0.066
4/1/2009,22,0.071
4/1/2009,23,0.075
4/1/2009,24,0.080
4/2/2009,1,0.018
4/2/2009,2,0.019
4/2/2009,3,0.021
4/2/2009,4,0.022
4/2/2009,5,0.024
4/2/2009,6,0.025
4/2/2009,7,0.027
4/2/2009,8,0.029
4/2/2009,9,0.031
4/2/2009,10,0.033
4/2/2009,11,0.035
4/2/2009,12,0.037
4/2/2009,13,0.040
4/2/2009,14,0.042
4/2/2009,15,0.045
4/2/2009,16,0.048
4/2/2009,17,0.051
4/2/2009,18,0.055
4/2/2009,19,0.058
4/2/2009,20,0.062
4/2/2009,21,0.066
4/2/2009,22,0.071
4/2/2009,23,0.075
4/2/2009,24,0.080
4/3/2009,1,0.018
4/3/2009,2,0.019
4/3/2009,3,0.021
4/3/2009,4,0.022
4/3/2009,5,0.024
4/3/2009,6,0.025
4/3/2009,7,0.027
4/3/2009,8,0.029
4/3/2009,9,0.031
4/3/2009,10,0.033
4/3/2009,11,0.035
4/3/2009,12,0.037
4/3/2009,13,0.040
4/3/2009,14,0.042
4/3/2009,15,0.045
4/3/2009,16,0.048
4/3/2009,17,0.051
4/3/2009,18,0.055
4/3/2009,19,0.058
4/3/2009,20,0.062
4/3/2009,21,0.066
4/3/2009,22,0.070
4/3/2009,23,0.075
4/3/2009,24,0.080
4/4/2009,1,0.018
4/4/2009,2,0.019
4/4/2009,3,0.021
4/4/2009,4,0.022
4/4/2009,5,0.024
4/4/2009,6,0.025
4/4/2009,7,0.027
4/4/2009,8,0.029
4/4/2009,9,0.031
4/4/2009,10,0.033
4/4/2009,11,0.035
4/4/2009,12,0.037
4/4/2009,13,0.040
4/4/2009,14,0.042
4/4/2009,15,0.045
4/4/2009,16,0.048
4/4/2009,17,0.051
4/4/2009,18,0.055
4/4/2009,19,0.058
4/4/2009,20,0.062
4/4/2009,21,0.066
4/4/2009,22,0.070
4/4/2009,23,0.075
4/4/2009,24,0.080
4/5/2009,1,0.018
4/5/2009,2,0.020
4/5/2009,3,0.021
4/5/2009,4,0.022
4/5/2009,5,0.024
4/5/2009,6,0.025
4/5/2009,7,0.027
4/5/2009,8,0.029
4/5/2009,9,0.031
4/5/2009,10,0.033
4/5/2009,11,0.035
4/5/2009,12,0.037
4/5/2009,13,0.040
4/5/2009,14,0.043
4/5/2009,15,0.045
4/5/2009,16,0.048
4/5/2009,17,0.052
4/5/2009,18,0.055
4/5/2009,19,0.059
4/5/2009,20,0.062
4/5/2009,21,0.066
4/5/2009,22,0.071
4/5/2009,23,0.075
4/5/2009,24,0.080
4/6/2009,1,0.018
4/6/2009,2,0.020
4/6/2009,3,0.021
4/6/2009,4,0.022
4/6/2009,5,0.024
4/6/2009,6,0.025
4/6/2009,7,0.027
4/6/2009,8,0.029
4/6/2009,9,0.031
4/6/2009,10,0.033
4/6/2009,11,0.035
4/6/2009,12,0.037
4/6/2009,13,0.040
4/6/2009,14,0.043
4/6/2009,15,0.045
4/6/2009,16,0.048
4/6/2009,17,0.052
4/6/2009,18,0.055
4/6/2009,19,0.059
4/6/2009,20,0.062
4/6/2009,21,0.066
4/6/2009,22,0.071
4/6/2009,23,0.075
4/6/2009,24,0.080
4/7/2009,1,0.018
4/7/2009,2,0.019
4/7/2009,3,0.021
4/7/2009,4,0.022
4/7/2009,5,0.024
4/7/2009,6,0.025
4/7/2009,7,0.027
4/7/2009,8,0.029
4/7/2009,9,0.031
4/7/2009,10,0.033
4/7/2009,11,0.035
4/7/2009,12,0.037
4/7/2009,13,0.040
4/7/2009,14,0.043
4/7/2009,15,0.045
4/7/2009,16,0.048
4/7/2009,17,0.052
4/7/2009,18,0.055
4/7/2009,19,0.059
4/7/2009,20,0.062
4/7/2009,21,0.066
4/7/2009,22,0.071
4/7/2009,23,0.075
4/7/2009,24,0.080
4/8/2009,1,0.018
4/8/2009,2,0.019
4/8/2009,3,0.021
4/8/2009,4,0.022
4/8/2009,5,0.024
4/8/2009,6,0.025
4/8/2009,7,0.027
4/8/2009,8,0.029
4/8/2009,9,0.031
4/8/2009,10,0.033
4/8/2009,11,0.035
4/8/2009,12,0.037
4/8/2009,13,0.040
4/8/2009,14,0.043
4/8/2009,15,0.045
4/8/2009,16,0.048
4/8/2009,17,0.051
4/8/2009,18,0.055
4/8/2009,19,0.058
4/8/2009,20,0.062
4/8/2009,21,0.066
4/8/2009,22,0.071
4/8/2009,23,0.075
4/8/2009,24,0.080
4/9/2009,1,0.018
4/9/2009,2,0.019
4/9/2009,3,0.021
4/9/2009,4,0.022
4/9/2009,5,0.024
4/9/2009,6,0.025
4/9/2009,7,0.027
4/9/2009,8,0.029
4/9/2009,9,0.031
4/9/2009,10,0.033
4/9/2009,11,0.035
4/9/2009,12,0.037
4/9/2009,13,0.040
4/9/2009,14,0.042
4/9/2009,15,0.045
4/9/2009,16,0.048
4/9/2009,17,0.051
4/9/2009,18,0.055
4/9/2009,19,0.058
4/9/2009,20,0.062
4/9/2009,21,0.066
4/9/2009,22,0.071
4/9/2009,23,0.075
4/9/2009,24,0.080
4/10/2009,1,0.018
4/10/2009,2,0.019
4/10/2009,3,0.021
4/10/2009,4,0.022
4/10/2009,5,0.024
4/10/2009,6,0.025
4/10/2009,7,0.027
4/10/2009,8,0.029
4/10/2009,9,0.031
4/10/2009,10,0.033
4/10/2009,11,0.035
4/10/2009,12,0.037
4/10/2009,13,0.040
4/10/2009,14,0.042
4/10/2009,15,0.045
4/10/2009,16,0.048
4/10/2009,17,0.051
4/10/2009,18,0.055
4/10/2009,19,0.058
4/10/2009,20,0.062
4/10/2009,21,0.066
4/10/2009,22,0.070
4/10/2009,23,0.075
4/10/2009,24,0.080
4/11/2009,1,0.018
4/11/2009,2,0.019
4/11/2009,3,0.021
4/11/2009,4,0.022
4/11/2009,5,0.024
4/11/2009,6,0.025
4/11/2009,7,0.027
4/11/2009,8,0.029
4/11/2009,9,0.031
4/11/2009,10,0.033
4/11/2009,11,0.035
4/11/2009,12,0.037
4/11/2009,13,0.040
4/11/2009,14,0.042
4/11/2009,15,0.045
4/11/2009,16,0.048
4/11/2009,17,0.051
4/11/2009,18,0.055
4/11/2009,19,0.058
4/11/2009,20,0.062
4/11/2009,21,0.066
4/11/2009,22,0.070
4/11/2009,23,0.075
4/11/2009,24,0.080
4/12/2009,1,0.018
4/12/2009,2,0.020
4/12/2009,3,0.021
4/12/2009,4,0.022
4/12/2009,5,0.024
4/12/2009,6,0.025
4/12/2009,7,0.027
4/12/2009,8,0.029
4/12/2009,9,0.031
4/12/2009,10,0.033
4/12/2009,11,0.035
4/12/2009,12,0.037
4/12/2009,13,0.040
4/12/2009,14,0.043
4/12/2009,15,0.045
4/12/2009,16,0.048
4/12/2009,17,0.052
4/12/2009,18,0.055
4/12/2009,19,0.059
4/12/2009,20,0.062
4/12/2009,21,0.066
4/12/2009,22,0.071
4/12/2009,23,0.075
4/12/2009,24,0.080
4/13/2009,1,0.018
4/13/2009,2,0.020
4/13/2009,3,0.021
4/13/2009,4,0.022
4/13/2009,5,0.024
4/13/2009,6,0.025
4/13/2009,7,0.027
4/13/2009,8,0.029
4/13/2009,9,0.031
4/13/2009,10,0.033
4/13/2009,11,0.035
4/13/2009,12,0.037
4/13/2009,13,0.040
4/13/2009,14,0.043
4/13/2009,15,0.045
4/13/2009,16,0.048
4/13/2009,17,0.052
4/13/2009,18,0.055
4/13/2009,19,0.059
4/13/2009,20,0.062
4/13/2009,21,0.066
4/13/2009,22,0.071
4/13/2009,23,0.075
4/13/2009,24,0.080
4/14/2009,1,0.018
4/14/2009,2,0.019
4/14/2009,3,0.021
4/14/2009,4,0.022
4/14/2009,5,0.024
4/14/2009,6,0.025
4/14/2009,7,0.027
4/14/2009,8,0.029
4/14/2009,9,0.031
4/14/2009,10,0.033
4/14/2009,11,0.035
4/14/2009,12,0.037
4/14/2009,13,0.040
4/14/2009,14,0.043
4/14/2009,15,0.045
4/14/2009,16,0.048
4/14/2009,17,0.052
4/14/2009,18,0.055
4/14/2009,19,0.059
4/14/2009,20,0.062
4/14/2009,21,0.066
4/14/2009,22,0.071
4/14/2009,23,0.075
4/14/2009,24,0.080
4/15/2009,1,0.018
4/15/2009,2,0.019
4/15/2009,3,0.021
4/15/2009,4,0.022
4/15/2009,5,0.024
4/15/2009,6,0.025
4/15/2009,7,0.027
4/15/2009,8,0.029
4/15/2009,9,0.031
4/15/2009,10,0.033
4/15/2009,11,0.035
4/15/2009,12,0.037
4/15/2009,13,0.040
4/15/2009,14,0.043
4/15/2009,15,0.045
4/15/2009,16,0.048
4/15/2009,17,0.051
4/15/2009,18,0.055
4/15/2009,19,0.058
4/15/2009,20,0.062
4/15/2009,21,0.066
4/15/2009,22,0.071
4/15/2009,23,0.075
4/15/2009,24,0.080
4/16/2009,1,0.018
4/16/2009,2,0.019
4/16/2009,3,0.021
4/16/2009,4,0.022
4/16/2009,5,0.024
4/16/2009,6,0.025
4/16/2009,7,0.027
4/16/2009,8,0.029
4/16/2009,9,0.031
4/16/2009,10,0.033
4/16/2009,11,0.035
4/16/2009,12,0.037
4/16/2009,13,0.040
4/16/2009,14,0.042
4/16/2009,15,0.045
4/16/2009,16,0.048
4/16/2009,17,0.051
4/16/2009,18,0.055
4/16/2009,19,0.058
4/16/2009,20,0.062
4/16/2009,21,0.066
4/16/2009,22,0.071
4/16/2009,23,0.075
4/16/2009,24,0.080
4/17/2009,1,0.018
4/17/2009,2,0.019
4/17/2009,3,0.021
4/17/2009,4,0.022
4/17/2009,5,0.024
4/17/2009,6,0.025
4/17/2009,7,0.027
4/17/2009,8,0.029
4/17/2009,9,0.031
4/17/2009,10,0.033
4/17/2009,11,0.035
4/17/2009,12,0.037
4/17/2009,13,0.040
4/17/2009,14,0.042
4/17/2009,15,0.045
4/17/2009,16,0.048
4/17/2009,17,0.051
4/17/2009,18,0.055
4/17/2009,19,0.058
4/17/2009,20,0.062
4/17/2009,21,0.066
4/17/2009,22,0.070
4/17/2009,23,0.075
4/17/2009,24,0.080
4/18/2009,1,0.018
4/18/2009,2,0.019
4/18/2009,3,0.021
4/18/2009,4,0.022
4/18/2009,5,0.024
4/18/2009,6,0.025
4/18/2009,7,0.027
4/18/2009,8,0.029
4/18/2009,9,0.031
4/18/2009,10,0.033
4/18/2009,11,0.035
4/18/2009,12,0.037
4/18/2009,13,0.040
4/18/2009,14,0.042
4/18/2009,15,0.045
4/18/2009,16,0.048
4/18/2009,17,0.051
4/18/2009,18,0.055
4/18/2009,19,0.058
4/18/2009,20,0.062
4/18/2009,21,0.066
4/18/2009,22,0.070
4/18/2009,23,0.075
4/18/2009,24,0.080
4/19/2009,1,0.018
4/19/2009,2,0.020
4/19/2009,3,0.021
4/19/2009,4,0.022
4/19/2009,5,0.024
4/19/2009,6,0.025
4/19/2009,7,0.027
4/19/2009,8,0.029
4/19/2009,9,0.031
4/19/2009,10,0.033
4/19/2009,11,0.035
4/19/2009,12,0.037
4/19/2009,13,0.040
4/19/2009,14,0.043
4/19/2009,15,0.045
4/19/2009,16,0.048
4/19/2009,17,0.052
4/19/2009,18,0.055
4/19/2009,19,0.059
4/19/2009,20,0.062
4/19/2009,21,0.066
4/19/2009,22,0.071
4/19/2009,23,0.075
4/19/2009,24,0.080
4/20/2009,1,0.018
4/20/2009,2,0.020
4/20/2009,3,0.021
4/20/2009,4,0.022
4/20/2009,5,0.024
4/20/2009,6,0.025
4/20/2009,7,0.027
4/20/2009,8,0.029
4/20/2009,9,0.031
4/20/2009,10,0.033
4/20/2009,11,0.035
4/20/2009,12,0.037
4/20/2009,13,0.040
4/20/2009,14,0.043
4/20/2009,15,0.045
4/20/2009,16,0.048
4/20/2009,17,0.052
4/20/2009,18,0.055
4/20/2009,19,0.059
4/20/2009,20,0.062
4/20/2009,21,0.066
4/20/2009,22,0.071
4/20/2009,23,0.075
4/20/2009,24,0.080
4/21/2009,1,0.018
4/21/2009,2,0.019
4/21/2009,3,0.021
4/21/2009,4,0.022
4/21/2009,5,0.024
4/21/2009,6,0.025
4/21/2009,7,0.027
4/21/2009,8,0.029
4/21/2009,9,0.031
4/21/2009,10,0.033
4/21/2009,11,0.035
4/21/2009,12,0.037
4/21/2009,13,0.040
4/21/2009,14,0.043
4/21/2009,15,0.045
4/21/2009,16,0.048
4/21/2009,17,0.052
4/21/2009,18,0.055
4/21/2009,19,0.059
4/21/2009,20,0.062
4/21/2009,21,0.066
4/21/2009,22,0.071
4/21/2009,23,0.075
4/21/2009,24,0.080
4/22/2009,1,0.018
4/22/2009,2,0.019
4/22/2009,3,0.021
4/22/2009,4,0.022
4/22/2009,5,0.024
4/22/2009,6,0.025
4/22/2009,7,0.027
4/22/2009,8,0.029
4/22/2009,9,0.031
4/22/2009,10,0.033
4/22/2009,11,0.035
4/22/2009,12,0.037
4/22/2009,13,0.040
4/22/2009,14,0.043
4/22/2009,15,0.045
4/22/2009,16,0.048
4/22/2009,17,0.051
4/22/2009,18,0.055
4/22/2009,19,0.058
4/22/2009,20,0.062
4/22/2009,21,0.066
4/22/2009,22,0.071
4/22/2009,23,0.075
4/22/2009,24,0.080
4/23/2009,1,0.018
4/23/2009,2,0.019
4/23/2009,3,0.021
4/23/2009,4,0.022
4/23/2009,5,0.024
4/23/2009,6,0.025
4/23/2009,7,0.027
4/23/2009,8,0.029
4/23/2009,9,0.031
4/23/2009,10,0.033
4/23/2009,11,0.035
4/23/2009,12,0.037
4/23/2009,13,0.040
4/23/2009,14,0.042
4/23/2009,15,0.045
4/23/2009,16,0.048
4/23/2009,17,0.051
4/23/2009,18,0.055
4/23/2009,19,0.058
4/23/2009,20,0.062
4/23/2009,21,0.066
4/23/2009,22,0.071
4/23/2009,23,0.075
4/23/2009,24,0.080
4/24/2009,1,0.018
4/24/2009,2,0.019
4/24/2009,3,0.021
4/24/2009,4,0.022
4/24/2009,5,0.024
4/24/2009,6,0.025
4/24/2009,7,0.027
4/24/2009,8,0.029
4/24/2009,9,0.031
4/24/2009,10,0.033
4/24/2009,11,0.035
4/24/2009,12,0.037
4/24/2009,13,0.040
4/24/2009,14,0.042
4/24/2009,15,0.045
4/24/2009,16,0.048
4/24/2009,17,0.051
4/24/2009,18,0.055
4/24/2009,19,0.058
4/24/2009,20,0.062
4/24/2009,21,0.066
4/24/2009,22,0.070
4/24/2009,23,0.075
4/24/2009,24,0.080
4/25/2009,1,0.018
4/25/2009,2,0.019
4/25/2009,3,0.021
4/25/2009,4,0.022
4/25/2009,5,0.024
4/25/2009,6,0.025
4/25/2009,7,0.027
4/25/2009,8,0.029
4/25/2009,9,0.031
4/25/2009,10,0.033
4/25/2009,11,0.035
4/25/2009,12,0.037
4/25/2009,13,0.040
4/25/2009,14,0.042
4/25/2009,15,0.045
4/25/2009,16,0.048
4/25/2009,17,0.051
4/25/2009,18,0.055
4/25/2009,19,0.058
4/25/2009,20,0.062
4/25/2009,21,0.066
4/25/2009,22,0.070
4/25/2009,23,0.075
4/25/2009,24,0.080
4/26/2009,1,0.018
4/26/2009,2,0.020
4/26/2009,3,0.021
4/26/2009,4,0.022
4/26/2009,5,0.024
4/26/2009,6,0.025
4/26/2009,7,0.027
4/26/2009,8,0.029
4/26/2009,9,0.031
4/26/2009,10,0.033
4/26/2009,11,0.035
4/26/2009,12,0.037
4/26/2009,13,0.040
4/26/2009,14,0.043
4/26/2009,15,0.045
4/26/2009,16,0.048
4/26/2009,17,0.052
4/26/2009,18,0.055
4/26/2009,19,0.059
4/26/2009,20,0.062
4/26/2009,21,0.066
4/26/2009,22,0.071
4/26/2009,23,0.075
4/26/2009,24,0.080
4/27/2009,1,0.018
4/27/2009,2,0.020
4/27/2009,3,0.021
4/27/2009,4,0.022
4/27/2009,5,0.024
4/27/2009,6,0.025
4/27/2009,7,0.027
4/27/2009,8,0.029
4/27/2009,9,0.031
4/27/2009,10,0.033
4/27/2009,11,0.035
4/27/2009,12,0.037
4/27/2009,13,0.040
4/27/2009,14,0.043
4/27/2009,15,0.045
4/27/2009,16,0.048
4/27/2009,17,0.052
4/27/2009,18,0.055
4/27/2009,19,0.059
4/27/2009,20,0.062
4/27/2009,21,0.066
4/27/2009,22,0.071
4/27/2009,23,0.075
4/27/2009,24,0.080
4/28/2009,1,0.018
4/28/2009,2,0.019
4/28/2009,3,0.021
4/28/2009,4,0.022
4/28/2009,5,0.024
4/28/2009,6,0.025
4/28/2009,7,0.027
4/28/2009,8,0.029
4/28/2009,9,0.031
4/28/2009,10,0.033
4/28/2009,11,0.035
4/28/2009,12,0.037
4/28/2009,13,0.040
4/28/2009,14,0.043
4/28/2009,15,0.045
4/28/2009,16,0.048
4/28/2009,17,0.052
4/28/2009,18,0.055
4/28/2009,19,0.059
4/28/2009,20,0.062
4/28/2009,21,0.066
4/28/2009,22,0.071
4/28/2009,23,0.075
4/28/2009,24,0.080
4/29/2009,1,0.018
4/29/2009,2,0.019
4/29/2009,3,0.021
4/29/2009,4,0.022
4/29/2009,5,0.024
4/29/2009,6,0.025
4/29/2009,7,0.027
4/29/2009,8,0.029
4/29/2009,9,0.031
4/29/2009,10,0.033
4/29/2009,11,0.035
4/29/2009,12,0.037
4/29/2009,13,0.040
4/29/2009,14,0.043
4/29/2009,15,0.045
4/29/2009,16,0.048
4/29/2009,17,0.051
4/29/2009,18,0.055
4/29/2009,19,0.058
4/29/2009,20,0.062
4/29/2009,21,0.066
4/29/2009,22,0.071
4/29/2009,23,0.075
4/29/2009,24,0.080
4/30/2009,1,0.018
4/30/2009,2,0.019
4/30/2009,3,0.021
4/30/2009,4,0.022
4/30/2009,5,0.024
4/30/2009,6,0.025
4/30/2009,7,0.027
4/30/2009,8,0.029
4/30/2009,9,0.031
4/30/2009,10,0.033
4/30/2009,11,0.035
4/30/2009,12,0.037
4/30/2009,13,0.040
4/30/2009,14,0.042
4/30/2009,15,0.045
4/30/2009,16,0.048
4/30/2009,17,0.051
4/30/2009,18,0.055
4/30/2009,19,0.058
4/30/2009,20,0.062
4/30/2009,21,0.066
4/30/2009,22,0.071
4/30/2009,23,0.075
4/30/2009,24,0.080
5/1/2009,1,0.018
5/1/2009,2,0.019
5/1/2009,3,0.021
5/1/2009,4,0.022
5/1/2009,5,0.024
5/1/2009,6,0.025
5/1/2009,7,0.027
5/1/2009,8,0.029
5/1/2009,9,0.031
5/1/2009,10,0.033
5/1/2009,11,0.035
5/1/2009,12,0.037
5/1/2009,13,0.040
5/1/2009,14,0.042
5/1/2009,15,0.045
5/1/2009,16,0.048
5/1/2009,17,0.051
5/1/2009,18,0.055
5/1/2009,19,0.058
5/1/2009,20,0.062
5/1/2009,21,0.066
5/1/2009,22,0.071
5/1/2009,23,0.075
5/1/2009,24,0.080
5/2/2009,1,0.018
5/2/2009,2,0.019
5/2/2009,3,0.021
5/2/2009,4,0.022
5/2/2009,5,0.024
5/2/2009,6,0.025
5/2/2009,7,0.027
5/2/2009,8,0.029
5/2/2009,9,0.031
5/2/2009,10,0.033
5/2/2009,11,0.035
5/2/2009,12,0.037
5/2/2009,13,0.040
5/2/2009,14,0.042
5/2/2009,15,0.045
5/2/2009,16,0.048
5/2/2009,17,0.051
5/2/2009,18,0.055
5/2/2009,19,0.058
5/2/2009,20,0.062
5/2/2009,21,0.066
5/2/2009,22,0.070
5/2/2009,23,0.075
5/2/2009,24,0.080
5/3/2009,1,0.018
5/3/2009,2,0.020
5/3/2009,3,0.021
5/3/2009,4,0.022
5/3/2009,5,0.024
5/3/2009,6,0.025
5/3/2009,7,0.027
5/3/2009,8,0.029
5/3/2009,9,0.031
5/3/2009,10,0.033
5/3/2009,11,0.035
5/3/2009,12,0.038
5/3/2009,13,0.040
5/3/2009,14,0.043
5/3/2009,15,0.046
5/3/2009,16,0.049
5/3/2009,17,0.052
5/3/2009,18,0.055
5/3/2009,19,0.059
5/3/2009,20,0.063
5/3/2009,21,0.067
5/3/2009,22,0.071
5/3/2009,23,0.075
5/3/2009,24,0.080
5/4/2009,1,0.018
5/4/2009,2,0.020
5/4/2009,3,0.021
5/4/2009,4,0.022
5/4/2009,5,0.024
5/4/2009,6,0.025
5/4/2009,7,0.027
5/4/2009,8,0.029
5/4/2009,9,0.031
5/4/2009,10,0.033
5/4/2009,11,0.035
5/4/2009,12,0.038
5/4/2009,13,0.040
5/4/2009,14,0.043
5/4/2009,15,0.045
5/4/2009,16,0.048
5/4/2009,17,0.052
5/4/2009,18,0.055
5/4/2009,19,0.059
5/4/2009,20,0.062
5/4/2009,21,0.067
5/4/2009,22,0.071
5/4/2009,23,0.075
5/4/2009,24,0.080
5/5/2009,1,0.018
5/5/2009,2,0.020
5/5/2009,3,0.021
5/5/2009,4,0.022
5/5/2009,5,0.024
5/5/2009,6,0.025
5/5/2009,7,0.027
5/5/2009,8,0.029
5/5/2009,9,0.031
5/5/2009,10,0.033
5/5/2009,11,0.035
5/5/2009,12,0.037
5/5/2009,13,0.040
5/5/2009,14,0.043
5/5/2009,15,0.045
5/5/2009,16,0.048
5/5/2009,17,0.052
5/5/2009,18,0.055
5/5/2009,19,0.059
5/5/2009,20,0.062
5/5/2009,21,0.066
5/5/2009,22,0.071
5/5/2009,23,0.075
5/5/2009,24,0.080
5/6/2009,1,0.018
5/6/2009,2,0.019
5/6/2009,3,0.021
5/6/2009,4,0.022
5/6/2009,5,0.024
5/6/2009,6,0.025
5/6/2009,7,0.027
5/6/2009,8,0.029
5/6/2009,9,0.031
5/6/2009,10,0.033
5/6/2009,11,0.035
5/6/2009,12,0.037
5/6/2009,13,0.040
5/6/2009,14,0.043
5/6/2009,15,0.045
5/6/2009,16,0.048
5/6/2009,17,0.052
5/6/2009,18,0.055
5/6/2009,19,0.059
5/6/2009,20,0.062
5/6/2009,21,0.066
5/6/2009,22,0.071
5/6/2009,23,0.075
5/6/2009,24,0.080
5/7/2009,1,0.018
5/7/2009,2,0.019
5/7/2009,3,0.021
5/7/2009,4,0.022
5/7/2009,5,0.024
5/7/2009,6,0.025
5/7/2009,7,0.027
5/7/2009,8,0.029
5/7/2009,9,0.031
5/7/2009,10,0.033
5/7/2009,11,0.035
5/7/2009,12,0.037
5/7/2009,13,0.040
5/7/2009,14,0.043
5/7/2009,15,0.045
5/7/2009,16,0.048
5/7/2009,17,0.052
5/7/2009,18,0.055
5/7/2009,19,0.058
5/7/2009,20,0.062
5/7/2009,21,0.066
5/7/2009,22,0.071
5/7/2009,23,0.075
5/7/2009,24,0.080
5/8/2009,1,0.018
5/8/2009,2,0.019
5/8/2009,3,0.021
5/8/2009,4,0.022
5/8/2009,5,0.024
5/8/2009,6,0.025
5/8/2009,7,0.027
5/8/2009,8,0.029
5/8/2009,9,0.031
5/8/2009,10,0.033
5/8/2009,11,0.035
5/8/2009,12,0.037
5/8/2009,13,0.040
5/8/2009,14,0.042
5/8/2009,15,0.045
5/8/2009,16,0.048
5/8/2009,17,0.051
5/8/2009,18,0.055
5/8/2009,19,0.058
5/8/2009,20,0.062
5/8/2009,21,0.066
5/8/2009,22,0.071
5/8/2009,23,0.075
5/8/2009,24,0.080
5/9/2009,1,0.018
5/9/2009,2,0.019
5/9/2009,3,0.021
5/9/2009,4,0.022
5/9/2009,5,0.024
5/9/2009,6,0.025
5/9/2009,7,0.027
5/9/2009,8,0.029
5/9/2009,9,0.031
5/9/2009,10,0.033
5/9/2009,11,0.035
5/9/2009,12,0.037
5/9/2009,13,0.040
5/9/2009,14,0.042
5/9/2009,15,0.045
5/9/2009,16,0.048
5/9/2009,17,0.051
5/9/2009,18,0.055
5/9/2009,19,0.058
5/9/2009,20,0.062
5/9/2009,21,0.066
5/9/2009,22,0.070
5/9/2009,23,0.075
5/9/2009,24,0.080
5/10/2009,1,0.018
5/10/2009,2,0.020
5/10/2009,3,0.021
5/10/2009,4,0.022
5/10/2009,5,0.024
5/10/2009,6,0.025
5/10/2009,7,0.027
5/10/2009,8,0.029
5/10/2009,9,0.031
5/10/2009,10,0.033
5/10/2009,11,0.035
5/10/2009,12,0.038
5/10/2009,13,0.040
5/10/2009,14,0.043
5/10/2009,15,0.046
5/10/2009,16,0.049
5/10/2009,17,0.052
5/10/2009,18,0.055
5/10/2009,19,0.059
5/10/2009,20,0.063
5/10/2009,21,0.067
5/10/2009,22,0.071
5/10/2009,23,0.075
5/10/2009,24,0.080
5/11/2009,1,0.018
5/11/2009,2,0.020
5/11/2009,3,0.021
5/11/2009,4,0.022
5/11/2009,5,0.024
5/11/2009,6,0.025
5/11/2009,7,0.027
5/11/2009,8,0.029
5/11/2009,9,0.031
5/11/2009,10,0.033
5/11/2009,11,0.035
5/11/2009,12,0.038
5/11/2009,13,0.040
5/11/2009,14,0.043
5/11/2009,15,0.045
5/11/2009,16,0.048
5/11/2009,17,0.052
5/11/2009,18,0.055
5/11/2009,19,0.059
5/11/2009,20,0.062
5/11/2009,21,0.067
5/11/2009,22,0.071
5/11/2009,23,0.075
5/11/2009,24,0.080
5/12/2009,1,0.018
5/12/2009,2,0.020
5/12/2009,3,0.021
5/12/2009,4,0.022
5/12/2009,5,0.024
5/12/2009,6,0.025
5/12/2009,7,0.027
5/12/2009,8,0.029
5/12/2009,9,0.031
5/12/2009,10,0.033
5/12/2009,11,0.035
5/12/2009,12,0.037
5/12/2009,13,0.040
5/12/2009,14,0.043
5/12/2009,15,0.045
5/12/2009,16,0.048
5/12/2009,17,0.052
5/12/2009,18,0.055
5/12/2009,19,0.059
5/12/2009,20,0.062
5/12/2009,21,0.066
5/12/2009,22,0.071
5/12/2009,23,0.075
5/12/2009,24,0.080
5/13/2009,1,0.018
5/13/2009,2,0.019
5/13/2009,3,0.021
5/13/2009,4,0.022
5/13/2009,5,0.024
5/13/2009,6,0.025
5/13/2009,7,0.027
5/13/2009,8,0.029
5/13/2009,9,0.031
5/13/2009,10,0.033
5/13/2009,11,0.035
5/13/2009,12,0.037
5/13/2009,13,0.040
5/13/2009,14,0.043
5/13/2009,15,0.045
5/13/2009,16,0.048
5/13/2009,17,0.052
5/13/2009,18,0.055
5/13/2009,19,0.059
5/13/2009,20,0.062
5/13/2009,21,0.066
5/13/2009,22,0.071
5/13/2009,23,0.075
5/13/2009,24,0.080
5/14/2009,1,0.018
5/14/2009,2,0.019
5/14/2009,3,0.021
5/14/2009,4,0.022
5/14/2009,5,0.024
5/14/2009,6,0.025
5/14/2009,7,0.027
5/14/2009,8,0.029
5/14/2009,9,0.031
5/14/2009,10,0.033
5/14/2009,11,0.035
5/14/2009,12,0.037
5/14/2009,13,0.040
5/14/2009,14,0.043
5/14/2009,15,0.045
5/14/2009,16,0.048
5/14/2009,17,0.052
5/14/2009,18,0.055
5/14/2009,19,0.058
5/14/2009,20,0.062
5/14/2009,21,0.066
5/14/2009,22,0.071
5/14/2009,23,0.075
5/14/2009,24,0.080
5/15/2009,1,0.018
5/15/2009,2,0.019
5/15/2009,3,0.021
5/15/2009,4,0.022
5/15/2009,5,0.024
5/15/2009,6,0.025
5/15/2009,7,0.027
5/15/2009,8,0.029
5/15/2009,9,0.031
