Trend,Date,Hour,Load,Peak
25045,11/10/2007,13,916,0
25046,11/10/2007,14,877,0
25047,11/10/2007,15,860,0
25048,11/10/2007,16,861,0
25049,11/10/2007,17,905,0
25050,11/10/2007,18,1023,0
25051,11/10/2007,19,1108,0
25052,11/10/2007,20,1124,0
25053,11/10/2007,21,1129,1
25054,11/10/2007,22,1115,0
25055,11/10/2007,23,1082,0
25056,11/10/2007,24,1044,0
25057,11/11/2007,1,1023,0
25058,11/11/2007,2,1033,0
25059,11/11/2007,3,1061,0
25060,11/11/2007,4,1094,0
25061,11/11/2007,5,1139,0
25062,11/11/2007,6,1195,0
25063,11/11/2007,7,1266,0
25064,11/11/2007,8,1370,0
25065,11/11/2007,9,1377,1
25066,11/11/2007,10,1239,0
25067,11/11/2007,11,1071,0
25068,11/11/2007,12,966,0
25069,11/11/2007,13,920,0
25070,11/11/2007,14,881,0
25071,11/11/2007,15,850,0
25072,11/11/2007,16,843,0
25073,11/11/2007,17,885,0
25074,11/11/2007,18,1029,0
25075,11/11/2007,19,1126,0
25076,11/11/2007,20,1164,0
25077,11/11/2007,21,1167,0
25078,11/11/2007,22,1119,0
25079,11/11/2007,23,1047,0
25080,11/11/2007,24,973,0
25081,11/12/2007,1,939,0
25082,11/12/2007,2,930,0
25083,11/12/2007,3,937,0
25084,11/12/2007,4,936,0
25085,11/12/2007,5,959,0
25086,11/12/2007,6,1037,0
25087,11/12/2007,7,1140,0
25088,11/12/2007,8,1169,0
25089,11/12/2007,9,1157,0
25090,11/12/2007,10,1139,0
25091,11/12/2007,11,1111,0
25092,11/12/2007,12,1058,0
25093,11/12/2007,13,1004,0
25094,11/12/2007,14,955,0
25095,11/12/2007,15,912,0
25096,11/12/2007,16,893,0
25097,11/12/2007,17,934,0
25098,11/12/2007,18,1069,0
25099,11/12/2007,19,1172,0
25100,11/12/2007,20,1175,1
25101,11/12/2007,21,1136,0
25102,11/12/2007,22,1052,0
25103,11/12/2007,23,935,0
25104,11/12/2007,24,831,0
25105,11/13/2007,1,776,0
25106,11/13/2007,2,758,0
25107,11/13/2007,3,750,0
25108,11/13/2007,4,759,0
25109,11/13/2007,5,808,0
25110,11/13/2007,6,939,0
25111,11/13/2007,7,1132,1
25112,11/13/2007,8,1119,0
25113,11/13/2007,9,1025,0
25114,11/13/2007,10,956,0
25115,11/13/2007,11,908,0
25116,11/13/2007,12,877,0
25117,11/13/2007,13,859,0
25118,11/13/2007,14,853,0
25119,11/13/2007,15,846,0
25120,11/13/2007,16,847,0
25121,11/13/2007,17,892,0
25122,11/13/2007,18,1021,0
25123,11/13/2007,19,1106,0
25124,11/13/2007,20,1102,0
25125,11/13/2007,21,1065,0
25126,11/13/2007,22,980,0
25127,11/13/2007,23,865,0
25128,11/13/2007,24,751,0
25129,11/14/2007,1,679,0
25130,11/14/2007,2,654,0
25131,11/14/2007,3,649,0
25132,11/14/2007,4,661,0
25133,11/14/2007,5,708,0
25134,11/14/2007,6,844,0
25135,11/14/2007,7,1049,0
25136,11/14/2007,8,1051,0
25137,11/14/2007,9,970,0
25138,11/14/2007,10,928,0
25139,11/14/2007,11,892,0
25140,11/14/2007,12,873,0
25141,11/14/2007,13,859,0
25142,11/14/2007,14,865,0
25143,11/14/2007,15,859,0
25144,11/14/2007,16,862,0
25145,11/14/2007,17,894,0
25146,11/14/2007,18,1001,0
25147,11/14/2007,19,1098,1
25148,11/14/2007,20,1085,0
25149,11/14/2007,21,1051,0
25150,11/14/2007,22,974,0
25151,11/14/2007,23,860,0
25152,11/14/2007,24,735,0
25153,11/15/2007,1,646,0
25154,11/15/2007,2,608,0
25155,11/15/2007,3,585,0
25156,11/15/2007,4,579,0
25157,11/15/2007,5,603,0
25158,11/15/2007,6,714,0
25159,11/15/2007,7,915,0
25160,11/15/2007,8,942,0
25161,11/15/2007,9,904,0
25162,11/15/2007,10,900,0
25163,11/15/2007,11,898,0
25164,11/15/2007,12,892,0
25165,11/15/2007,13,872,0
25166,11/15/2007,14,873,0
25167,11/15/2007,15,875,0
25168,11/15/2007,16,902,0
25169,11/15/2007,17,1003,0
25170,11/15/2007,18,1198,0
25171,11/15/2007,19,1311,0
25172,11/15/2007,20,1337,1
25173,11/15/2007,21,1325,0
25174,11/15/2007,22,1267,0
25175,11/15/2007,23,1168,0
25176,11/15/2007,24,1060,0
25177,11/16/2007,1,999,0
25178,11/16/2007,2,979,0
25179,11/16/2007,3,971,0
25180,11/16/2007,4,996,0
25181,11/16/2007,5,1068,0
25182,11/16/2007,6,1234,0
25183,11/16/2007,7,1461,1
25184,11/16/2007,8,1461,1
25185,11/16/2007,9,1326,0
25186,11/16/2007,10,1218,0
25187,11/16/2007,11,1134,0
25188,11/16/2007,12,1067,0
25189,11/16/2007,13,1002,0
25190,11/16/2007,14,961,0
25191,11/16/2007,15,938,0
25192,11/16/2007,16,941,0
25193,11/16/2007,17,991,0
25194,11/16/2007,18,1156,0
25195,11/16/2007,19,1274,0
25196,11/16/2007,20,1302,0
25197,11/16/2007,21,1320,0
25198,11/16/2007,22,1311,0
25199,11/16/2007,23,1276,0
25200,11/16/2007,24,1230,0
25201,11/17/2007,1,1202,0
25202,11/17/2007,2,1196,0
25203,11/17/2007,3,1200,0
25204,11/17/2007,4,1224,0
25205,11/17/2007,5,1277,0
25206,11/17/2007,6,1354,0
25207,11/17/2007,7,1434,0
25208,11/17/2007,8,1508,1
25209,11/17/2007,9,1482,0
25210,11/17/2007,10,1343,0
25211,11/17/2007,11,1193,0
25212,11/17/2007,12,1082,0
25213,11/17/2007,13,1003,0
25214,11/17/2007,14,953,0
25215,11/17/2007,15,940,0
25216,11/17/2007,16,952,0
25217,11/17/2007,17,992,0
25218,11/17/2007,18,1107,0
25219,11/17/2007,19,1163,0
25220,11/17/2007,20,1160,0
25221,11/17/2007,21,1154,0
25222,11/17/2007,22,1140,0
25223,11/17/2007,23,1093,0
25224,11/17/2007,24,1041,0
25225,11/18/2007,1,1009,0
25226,11/18/2007,2,1006,0
25227,11/18/2007,3,1022,0
25228,11/18/2007,4,1045,0
25229,11/18/2007,5,1080,0
25230,11/18/2007,6,1131,0
25231,11/18/2007,7,1197,0
25232,11/18/2007,8,1287,0
25233,11/18/2007,9,1315,1
25234,11/18/2007,10,1192,0
25235,11/18/2007,11,1027,0
25236,11/18/2007,12,926,0
25237,11/18/2007,13,884,0
25238,11/18/2007,14,848,0
25239,11/18/2007,15,823,0
25240,11/18/2007,16,819,0
25241,11/18/2007,17,847,0
25242,11/18/2007,18,978,0
25243,11/18/2007,19,1058,0
25244,11/18/2007,20,1070,0
25245,11/18/2007,21,1061,0
25246,11/18/2007,22,996,0
25247,11/18/2007,23,899,0
25248,11/18/2007,24,800,0
25249,11/19/2007,1,742,0
25250,11/19/2007,2,720,0
25251,11/19/2007,3,718,0
25252,11/19/2007,4,733,0
25253,11/19/2007,5,783,0
25254,11/19/2007,6,915,0
25255,11/19/2007,7,1123,0
25256,11/19/2007,8,1126,0
25257,11/19/2007,9,1053,0
25258,11/19/2007,10,1004,0
25259,11/19/2007,11,949,0
25260,11/19/2007,12,904,0
25261,11/19/2007,13,866,0
25262,11/19/2007,14,853,0
25263,11/19/2007,15,846,0
25264,11/19/2007,16,844,0
25265,11/19/2007,17,876,0
25266,11/19/2007,18,1018,0
25267,11/19/2007,19,1131,0
25268,11/19/2007,20,1145,1
25269,11/19/2007,21,1123,0
25270,11/19/2007,22,1054,0
25271,11/19/2007,23,946,0
25272,11/19/2007,24,828,0
25273,11/20/2007,1,759,0
25274,11/20/2007,2,741,0
25275,11/20/2007,3,738,0
25276,11/20/2007,4,765,0
25277,11/20/2007,5,822,0
25278,11/20/2007,6,968,0
25279,11/20/2007,7,1181,0
25280,11/20/2007,8,1192,1
25281,11/20/2007,9,1095,0
25282,11/20/2007,10,1002,0
25283,11/20/2007,11,912,0
25284,11/20/2007,12,870,0
25285,11/20/2007,13,868,0
25286,11/20/2007,14,846,0
25287,11/20/2007,15,846,0
25288,11/20/2007,16,841,0
25289,11/20/2007,17,868,0
25290,11/20/2007,18,984,0
25291,11/20/2007,19,1078,0
25292,11/20/2007,20,1080,0
25293,11/20/2007,21,1059,0
25294,11/20/2007,22,1003,0
25295,11/20/2007,23,914,0
25296,11/20/2007,24,808,0
25297,11/21/2007,1,737,0
25298,11/21/2007,2,712,0
25299,11/21/2007,3,710,0
25300,11/21/2007,4,724,0
25301,11/21/2007,5,774,0
25302,11/21/2007,6,894,0
25303,11/21/2007,7,1039,0
25304,11/21/2007,8,1098,1
25305,11/21/2007,9,1065,0
25306,11/21/2007,10,1010,0
25307,11/21/2007,11,968,0
25308,11/21/2007,12,936,0
25309,11/21/2007,13,905,0
25310,11/21/2007,14,898,0
25311,11/21/2007,15,888,0
25312,11/21/2007,16,885,0
25313,11/21/2007,17,893,0
25314,11/21/2007,18,995,0
25315,11/21/2007,19,1074,0
25316,11/21/2007,20,1051,0
25317,11/21/2007,21,1028,0
25318,11/21/2007,22,971,0
25319,11/21/2007,23,892,0
25320,11/21/2007,24,786,0
25321,11/22/2007,1,687,0
25322,11/22/2007,2,628,0
25323,11/22/2007,3,592,0
25324,11/22/2007,4,585,0
25325,11/22/2007,5,592,0
25326,11/22/2007,6,621,0
25327,11/22/2007,7,671,0
25328,11/22/2007,8,749,0
25329,11/22/2007,9,891,0
25330,11/22/2007,10,1022,0
25331,11/22/2007,11,1084,1
25332,11/22/2007,12,1083,0
25333,11/22/2007,13,996,0
25334,11/22/2007,14,910,0
25335,11/22/2007,15,856,0
25336,11/22/2007,16,826,0
25337,11/22/2007,17,810,0
25338,11/22/2007,18,847,0
25339,11/22/2007,19,875,0
25340,11/22/2007,20,876,0
25341,11/22/2007,21,875,0
25342,11/22/2007,22,855,0
25343,11/22/2007,23,813,0
25344,11/22/2007,24,755,0
25345,11/23/2007,1,719,0
25346,11/23/2007,2,717,0
25347,11/23/2007,3,738,0
25348,11/23/2007,4,781,0
25349,11/23/2007,5,843,0
25350,11/23/2007,6,925,0
25351,11/23/2007,7,1016,0
25352,11/23/2007,8,1080,0
25353,11/23/2007,9,1109,0
25354,11/23/2007,10,1073,0
25355,11/23/2007,11,1033,0
25356,11/23/2007,12,991,0
25357,11/23/2007,13,943,0
25358,11/23/2007,14,901,0
25359,11/23/2007,15,888,0
25360,11/23/2007,16,892,0
25361,11/23/2007,17,956,0
25362,11/23/2007,18,1128,0
25363,11/23/2007,19,1234,0
25364,11/23/2007,20,1275,0
25365,11/23/2007,21,1285,1
25366,11/23/2007,22,1275,0
25367,11/23/2007,23,1239,0
25368,11/23/2007,24,1198,0
25369,11/24/2007,1,1168,0
25370,11/24/2007,2,1169,0
25371,11/24/2007,3,1192,0
25372,11/24/2007,4,1225,0
25373,11/24/2007,5,1272,0
25374,11/24/2007,6,1335,0
25375,11/24/2007,7,1410,0
25376,11/24/2007,8,1492,1
25377,11/24/2007,9,1483,0
25378,11/24/2007,10,1373,0
25379,11/24/2007,11,1259,0
25380,11/24/2007,12,1148,0
25381,11/24/2007,13,1058,0
25382,11/24/2007,14,987,0
25383,11/24/2007,15,954,0
25384,11/24/2007,16,945,0
25385,11/24/2007,17,1017,0
25386,11/24/2007,18,1197,0
25387,11/24/2007,19,1288,0
25388,11/24/2007,20,1308,0
25389,11/24/2007,21,1297,0
25390,11/24/2007,22,1249,0
25391,11/24/2007,23,1175,0
25392,11/24/2007,24,1083,0
25393,11/25/2007,1,1008,0
25394,11/25/2007,2,962,0
25395,11/25/2007,3,932,0
25396,11/25/2007,4,923,0
25397,11/25/2007,5,928,0
25398,11/25/2007,6,948,0
25399,11/25/2007,7,983,0
25400,11/25/2007,8,1045,0
25401,11/25/2007,9,1153,0
25402,11/25/2007,10,1178,0
25403,11/25/2007,11,1132,0
25404,11/25/2007,12,1096,0
25405,11/25/2007,13,1096,0
25406,11/25/2007,14,1076,0
25407,11/25/2007,15,1052,0
25408,11/25/2007,16,1062,0
25409,11/25/2007,17,1121,0
25410,11/25/2007,18,1242,0
25411,11/25/2007,19,1277,1
25412,11/25/2007,20,1272,0
25413,11/25/2007,21,1244,0
25414,11/25/2007,22,1163,0
25415,11/25/2007,23,1047,0
25416,11/25/2007,24,939,0
25417,11/26/2007,1,869,0
25418,11/26/2007,2,842,0
25419,11/26/2007,3,832,0
25420,11/26/2007,4,841,0
25421,11/26/2007,5,879,0
25422,11/26/2007,6,1002,0
25423,11/26/2007,7,1196,0
25424,11/26/2007,8,1205,0
25425,11/26/2007,9,1147,0
25426,11/26/2007,10,1129,0
25427,11/26/2007,11,1115,0
25428,11/26/2007,12,1109,0
25429,11/26/2007,13,1090,0
25430,11/26/2007,14,1070,0
25431,11/26/2007,15,1050,0
25432,11/26/2007,16,1052,0
25433,11/26/2007,17,1108,0
25434,11/26/2007,18,1238,0
25435,11/26/2007,19,1280,1
25436,11/26/2007,20,1243,0
25437,11/26/2007,21,1194,0
25438,11/26/2007,22,1092,0
25439,11/26/2007,23,948,0
25440,11/26/2007,24,813,0
25441,11/27/2007,1,722,0
25442,11/27/2007,2,678,0
25443,11/27/2007,3,659,0
25444,11/27/2007,4,652,0
25445,11/27/2007,5,693,0
25446,11/27/2007,6,833,0
25447,11/27/2007,7,1049,0
25448,11/27/2007,8,1066,0
25449,11/27/2007,9,989,0
25450,11/27/2007,10,936,0
25451,11/27/2007,11,917,0
25452,11/27/2007,12,898,0
25453,11/27/2007,13,876,0
25454,11/27/2007,14,866,0
25455,11/27/2007,15,854,0
25456,11/27/2007,16,857,0
25457,11/27/2007,17,910,0
25458,11/27/2007,18,1083,0
25459,11/27/2007,19,1227,0
25460,11/27/2007,20,1270,0
25461,11/27/2007,21,1278,1
25462,11/27/2007,22,1226,0
25463,11/27/2007,23,1138,0
25464,11/27/2007,24,1046,0
25465,11/28/2007,1,995,0
25466,11/28/2007,2,999,0
25467,11/28/2007,3,1020,0
25468,11/28/2007,4,1051,0
25469,11/28/2007,5,1133,0
25470,11/28/2007,6,1304,0
25471,11/28/2007,7,1534,0
25472,11/28/2007,8,1548,1
25473,11/28/2007,9,1394,0
25474,11/28/2007,10,1228,0
25475,11/28/2007,11,1097,0
25476,11/28/2007,12,1012,0
25477,11/28/2007,13,950,0
25478,11/28/2007,14,917,0
25479,11/28/2007,15,891,0
25480,11/28/2007,16,891,0
25481,11/28/2007,17,957,0
25482,11/28/2007,18,1165,0
25483,11/28/2007,19,1308,0
25484,11/28/2007,20,1342,0
25485,11/28/2007,21,1350,0
25486,11/28/2007,22,1322,0
25487,11/28/2007,23,1234,0
25488,11/28/2007,24,1140,0
25489,11/29/2007,1,1103,0
25490,11/29/2007,2,1103,0
25491,11/29/2007,3,1123,0
25492,11/29/2007,4,1155,0
25493,11/29/2007,5,1220,0
25494,11/29/2007,6,1359,0
25495,11/29/2007,7,1552,1
25496,11/29/2007,8,1531,0
25497,11/29/2007,9,1422,0
25498,11/29/2007,10,1324,0
25499,11/29/2007,11,1241,0
25500,11/29/2007,12,1126,0
25501,11/29/2007,13,1002,0
25502,11/29/2007,14,933,0
25503,11/29/2007,15,889,0
25504,11/29/2007,16,883,0
25505,11/29/2007,17,933,0
25506,11/29/2007,18,1111,0
25507,11/29/2007,19,1247,0
25508,11/29/2007,20,1286,0
25509,11/29/2007,21,1292,0
25510,11/29/2007,22,1244,0
25511,11/29/2007,23,1150,0
25512,11/29/2007,24,1047,0
25513,11/30/2007,1,988,0
25514,11/30/2007,2,978,0
25515,11/30/2007,3,990,0
25516,11/30/2007,4,1021,0
25517,11/30/2007,5,1088,0
25518,11/30/2007,6,1237,0
25519,11/30/2007,7,1453,0
25520,11/30/2007,8,1465,1
25521,11/30/2007,9,1346,0
25522,11/30/2007,10,1229,0
25523,11/30/2007,11,1130,0
25524,11/30/2007,12,1043,0
25525,11/30/2007,13,965,0
25526,11/30/2007,14,921,0
25527,11/30/2007,15,885,0
25528,11/30/2007,16,880,0
25529,11/30/2007,17,939,0
25530,11/30/2007,18,1119,0
25531,11/30/2007,19,1244,0
25532,11/30/2007,20,1272,0
25533,11/30/2007,21,1295,0
25534,11/30/2007,22,1291,0
25535,11/30/2007,23,1253,0
25536,11/30/2007,24,1186,0
25537,12/1/2007,1,1142,0
25538,12/1/2007,2,1134,0
25539,12/1/2007,3,1149,0
25540,12/1/2007,4,1180,0
25541,12/1/2007,5,1225,0
25542,12/1/2007,6,1284,0
25543,12/1/2007,7,1370,0
25544,12/1/2007,8,1455,0
25545,12/1/2007,9,1477,1
25546,12/1/2007,10,1345,0
25547,12/1/2007,11,1188,0
25548,12/1/2007,12,1070,0
25549,12/1/2007,13,990,0
25550,12/1/2007,14,921,0
25551,12/1/2007,15,884,0
25552,12/1/2007,16,883,0
25553,12/1/2007,17,930,0
25554,12/1/2007,18,1085,0
25555,12/1/2007,19,1162,0
25556,12/1/2007,20,1166,0
25557,12/1/2007,21,1165,0
25558,12/1/2007,22,1132,0
25559,12/1/2007,23,1066,0
25560,12/1/2007,24,984,0
25561,12/2/2007,1,910,0
25562,12/2/2007,2,884,0
25563,12/2/2007,3,887,0
25564,12/2/2007,4,900,0
25565,12/2/2007,5,933,0
25566,12/2/2007,6,989,0
25567,12/2/2007,7,1073,0
25568,12/2/2007,8,1179,0
25569,12/2/2007,9,1267,1
25570,12/2/2007,10,1222,0
25571,12/2/2007,11,1109,0
25572,12/2/2007,12,1032,0
25573,12/2/2007,13,1014,0
25574,12/2/2007,14,992,0
25575,12/2/2007,15,957,0
25576,12/2/2007,16,962,0
25577,12/2/2007,17,1015,0
25578,12/2/2007,18,1153,0
25579,12/2/2007,19,1217,0
25580,12/2/2007,20,1220,0
25581,12/2/2007,21,1204,0
25582,12/2/2007,22,1115,0
25583,12/2/2007,23,977,0
25584,12/2/2007,24,850,0
25585,12/3/2007,1,766,0
25586,12/3/2007,2,729,0
25587,12/3/2007,3,716,0
25588,12/3/2007,4,726,0
25589,12/3/2007,5,770,0
25590,12/3/2007,6,902,0
25591,12/3/2007,7,1117,0
25592,12/3/2007,8,1124,0
25593,12/3/2007,9,1034,0
25594,12/3/2007,10,996,0
25595,12/3/2007,11,968,0
25596,12/3/2007,12,958,0
25597,12/3/2007,13,936,0
25598,12/3/2007,14,925,0
25599,12/3/2007,15,916,0
25600,12/3/2007,16,935,0
25601,12/3/2007,17,1032,0
25602,12/3/2007,18,1261,0
25603,12/3/2007,19,1417,0
25604,12/3/2007,20,1465,0
25605,12/3/2007,21,1482,1
25606,12/3/2007,22,1424,0
25607,12/3/2007,23,1307,0
25608,12/3/2007,24,1179,0
25609,12/4/2007,1,1107,0
25610,12/4/2007,2,1083,0
25611,12/4/2007,3,1075,0
25612,12/4/2007,4,1087,0
25613,12/4/2007,5,1138,0
25614,12/4/2007,6,1284,0
25615,12/4/2007,7,1497,0
25616,12/4/2007,8,1517,0
25617,12/4/2007,9,1431,0
25618,12/4/2007,10,1379,0
25619,12/4/2007,11,1322,0
25620,12/4/2007,12,1243,0
25621,12/4/2007,13,1194,0
25622,12/4/2007,14,1155,0
25623,12/4/2007,15,1087,0
25624,12/4/2007,16,1072,0
25625,12/4/2007,17,1195,0
25626,12/4/2007,18,1402,0
25627,12/4/2007,19,1513,0
25628,12/4/2007,20,1529,1
25629,12/4/2007,21,1514,0
25630,12/4/2007,22,1433,0
25631,12/4/2007,23,1303,0
25632,12/4/2007,24,1168,0
25633,12/5/2007,1,1110,0
25634,12/5/2007,2,1109,0
25635,12/5/2007,3,1095,0
25636,12/5/2007,4,1091,0
25637,12/5/2007,5,1126,0
25638,12/5/2007,6,1251,0
25639,12/5/2007,7,1437,1
25640,12/5/2007,8,1433,0
25641,12/5/2007,9,1331,0
25642,12/5/2007,10,1283,0
25643,12/5/2007,11,1223,0
25644,12/5/2007,12,1178,0
25645,12/5/2007,13,1081,0
25646,12/5/2007,14,1006,0
25647,12/5/2007,15,964,0
25648,12/5/2007,16,984,0
25649,12/5/2007,17,1061,0
25650,12/5/2007,18,1256,0
25651,12/5/2007,19,1368,0
25652,12/5/2007,20,1361,0
25653,12/5/2007,21,1347,0
25654,12/5/2007,22,1283,0
25655,12/5/2007,23,1165,0
25656,12/5/2007,24,1062,0
25657,12/6/2007,1,1026,0
25658,12/6/2007,2,1039,0
25659,12/6/2007,3,1067,0
25660,12/6/2007,4,1117,0
25661,12/6/2007,5,1204,0
25662,12/6/2007,6,1379,0
25663,12/6/2007,7,1614,0
25664,12/6/2007,8,1626,0
25665,12/6/2007,9,1501,0
25666,12/6/2007,10,1383,0
25667,12/6/2007,11,1277,0
25668,12/6/2007,12,1188,0
25669,12/6/2007,13,1115,0
25670,12/6/2007,14,1075,0
25671,12/6/2007,15,1061,0
25672,12/6/2007,16,1093,0
25673,12/6/2007,17,1213,0
25674,12/6/2007,18,1439,0
25675,12/6/2007,19,1585,0
25676,12/6/2007,20,1648,0
25677,12/6/2007,21,1681,1
25678,12/6/2007,22,1641,0
25679,12/6/2007,23,1537,0
25680,12/6/2007,24,1433,0
25681,12/7/2007,1,1375,0
25682,12/7/2007,2,1327,0
25683,12/7/2007,3,1281,0
25684,12/7/2007,4,1262,0
25685,12/7/2007,5,1287,0
25686,12/7/2007,6,1405,0
25687,12/7/2007,7,1583,0
25688,12/7/2007,8,1598,1
25689,12/7/2007,9,1541,0
25690,12/7/2007,10,1461,0
25691,12/7/2007,11,1322,0
25692,12/7/2007,12,1260,0
25693,12/7/2007,13,1187,0
25694,12/7/2007,14,1161,0
25695,12/7/2007,15,1131,0
25696,12/7/2007,16,1135,0
25697,12/7/2007,17,1183,0
25698,12/7/2007,18,1325,0
25699,12/7/2007,19,1385,0
25700,12/7/2007,20,1364,0
25701,12/7/2007,21,1343,0
25702,12/7/2007,22,1298,0
25703,12/7/2007,23,1220,0
25704,12/7/2007,24,1128,0
25705,12/8/2007,1,1052,0
25706,12/8/2007,2,1018,0
25707,12/8/2007,3,1007,0
25708,12/8/2007,4,1025,0
25709,12/8/2007,5,1062,0
25710,12/8/2007,6,1122,0
25711,12/8/2007,7,1195,0
25712,12/8/2007,8,1272,0
25713,12/8/2007,9,1299,1
25714,12/8/2007,10,1217,0
25715,12/8/2007,11,1102,0
25716,12/8/2007,12,1005,0
25717,12/8/2007,13,932,0
25718,12/8/2007,14,884,0
25719,12/8/2007,15,866,0
25720,12/8/2007,16,887,0
25721,12/8/2007,17,944,0
25722,12/8/2007,18,1057,0
25723,12/8/2007,19,1077,0
25724,12/8/2007,20,1045,0
25725,12/8/2007,21,1020,0
25726,12/8/2007,22,975,0
25727,12/8/2007,23,905,0
25728,12/8/2007,24,805,0
25729,12/9/2007,1,725,0
25730,12/9/2007,2,683,0
25731,12/9/2007,3,662,0
25732,12/9/2007,4,661,0
25733,12/9/2007,5,680,0
25734,12/9/2007,6,722,0
25735,12/9/2007,7,787,0
25736,12/9/2007,8,883,0
25737,12/9/2007,9,996,0
25738,12/9/2007,10,989,0
25739,12/9/2007,11,908,0
25740,12/9/2007,12,853,0
25741,12/9/2007,13,850,0
25742,12/9/2007,14,846,0
25743,12/9/2007,15,832,0
25744,12/9/2007,16,832,0
25745,12/9/2007,17,869,0
25746,12/9/2007,18,1023,0
25747,12/9/2007,19,1102,0
25748,12/9/2007,20,1104,1
25749,12/9/2007,21,1082,0
25750,12/9/2007,22,1004,0
25751,12/9/2007,23,878,0
25752,12/9/2007,24,745,0
25753,12/10/2007,1,662,0
25754,12/10/2007,2,629,0
25755,12/10/2007,3,622,0
25756,12/10/2007,4,632,0
25757,12/10/2007,5,674,0
25758,12/10/2007,6,807,0
25759,12/10/2007,7,1020,0
25760,12/10/2007,8,1044,0
25761,12/10/2007,9,971,0
25762,12/10/2007,10,924,0
25763,12/10/2007,11,898,0
25764,12/10/2007,12,887,0
25765,12/10/2007,13,880,0
25766,12/10/2007,14,892,0
25767,12/10/2007,15,895,0
25768,12/10/2007,16,903,0
25769,12/10/2007,17,932,0
25770,12/10/2007,18,1076,0
25771,12/10/2007,19,1199,1
25772,12/10/2007,20,1199,1
25773,12/10/2007,21,1166,0
25774,12/10/2007,22,1075,0
25775,12/10/2007,23,924,0
25776,12/10/2007,24,771,0
25777,12/11/2007,1,677,0
25778,12/11/2007,2,633,0
25779,12/11/2007,3,615,0
25780,12/11/2007,4,620,0
25781,12/11/2007,5,662,0
25782,12/11/2007,6,793,0
25783,12/11/2007,7,1008,0
25784,12/11/2007,8,1034,0
25785,12/11/2007,9,952,0
25786,12/11/2007,10,903,0
25787,12/11/2007,11,876,0
25788,12/11/2007,12,871,0
25789,12/11/2007,13,872,0
25790,12/11/2007,14,888,0
25791,12/11/2007,15,895,0
25792,12/11/2007,16,897,0
25793,12/11/2007,17,922,0
25794,12/11/2007,18,1059,0
25795,12/11/2007,19,1171,0
25796,12/11/2007,20,1174,1
25797,12/11/2007,21,1152,0
25798,12/11/2007,22,1065,0
25799,12/11/2007,23,923,0
25800,12/11/2007,24,769,0
25801,12/12/2007,1,672,0
25802,12/12/2007,2,626,0
25803,12/12/2007,3,604,0
25804,12/12/2007,4,605,0
25805,12/12/2007,5,641,0
25806,12/12/2007,6,760,0
25807,12/12/2007,7,971,0
25808,12/12/2007,8,997,0
25809,12/12/2007,9,916,0
25810,12/12/2007,10,886,0
25811,12/12/2007,11,876,0
25812,12/12/2007,12,881,0
25813,12/12/2007,13,883,0
25814,12/12/2007,14,898,0
25815,12/12/2007,15,903,0
25816,12/12/2007,16,910,0
25817,12/12/2007,17,940,0
25818,12/12/2007,18,1076,0
25819,12/12/2007,19,1190,1
25820,12/12/2007,20,1179,0
25821,12/12/2007,21,1148,0
25822,12/12/2007,22,1075,0
25823,12/12/2007,23,933,0
25824,12/12/2007,24,777,0
25825,12/13/2007,1,681,0
25826,12/13/2007,2,637,0
25827,12/13/2007,3,616,0
25828,12/13/2007,4,625,0
25829,12/13/2007,5,664,0
25830,12/13/2007,6,792,0
25831,12/13/2007,7,1001,0
25832,12/13/2007,8,1032,0
25833,12/13/2007,9,960,0
25834,12/13/2007,10,930,0
25835,12/13/2007,11,908,0
25836,12/13/2007,12,893,0
25837,12/13/2007,13,875,0
25838,12/13/2007,14,873,0
25839,12/13/2007,15,865,0
25840,12/13/2007,16,883,0
25841,12/13/2007,17,939,0
25842,12/13/2007,18,1086,0
25843,12/13/2007,19,1165,0
25844,12/13/2007,20,1166,1
25845,12/13/2007,21,1149,0
25846,12/13/2007,22,1076,0
25847,12/13/2007,23,948,0
25848,12/13/2007,24,797,0
25849,12/14/2007,1,706,0
25850,12/14/2007,2,672,0
25851,12/14/2007,3,665,0
25852,12/14/2007,4,680,0
25853,12/14/2007,5,733,0
25854,12/14/2007,6,878,0
25855,12/14/2007,7,1115,0
25856,12/14/2007,8,1161,1
25857,12/14/2007,9,1082,0
25858,12/14/2007,10,1006,0
25859,12/14/2007,11,949,0
25860,12/14/2007,12,905,0
25861,12/14/2007,13,871,0
25862,12/14/2007,14,856,0
25863,12/14/2007,15,840,0
25864,12/14/2007,16,836,0
25865,12/14/2007,17,870,0
25866,12/14/2007,18,1015,0
25867,12/14/2007,19,1105,0
25868,12/14/2007,20,1102,0
25869,12/14/2007,21,1100,0
25870,12/14/2007,22,1086,0
25871,12/14/2007,23,1032,0
25872,12/14/2007,24,944,0
25873,12/15/2007,1,875,0
25874,12/15/2007,2,843,0
25875,12/15/2007,3,833,0
25876,12/15/2007,4,841,0
25877,12/15/2007,5,866,0
25878,12/15/2007,6,912,0
25879,12/15/2007,7,979,0
25880,12/15/2007,8,1067,0
25881,12/15/2007,9,1173,0
25882,12/15/2007,10,1246,0
25883,12/15/2007,11,1279,0
25884,12/15/2007,12,1288,0
25885,12/15/2007,13,1289,0
25886,12/15/2007,14,1295,0
25887,12/15/2007,15,1315,0
25888,12/15/2007,16,1349,0
