"","Trend","Date","Hour","temp7","Z1","Peak","year","Month","week","HM"
"39341",39341,2009-06-28,6,60.3248984568055,NA,NA,2009,6,1,36
"39342",39342,2009-06-28,7,60.7754070248631,NA,NA,2009,6,1,42
"39343",39343,2009-06-28,8,61.2259155929207,NA,NA,2009,6,1,48
"39344",39344,2009-06-28,9,61.6764241609784,NA,NA,2009,6,1,54
"39345",39345,2009-06-28,10,62.126932729036,NA,NA,2009,6,1,60
"39346",39346,2009-06-28,11,62.5774412970936,NA,NA,2009,6,1,66
"39347",39347,2009-06-28,12,63.0279498651513,NA,NA,2009,6,1,72
"39348",39348,2009-06-28,13,63.4784584332089,NA,NA,2009,6,1,78
"39349",39349,2009-06-28,14,63.9289670012665,NA,NA,2009,6,1,84
"39350",39350,2009-06-28,15,64.3794755693241,NA,NA,2009,6,1,90
"39351",39351,2009-06-28,16,64.8299841373818,NA,NA,2009,6,1,96
"39352",39352,2009-06-28,17,65.2804927054394,NA,NA,2009,6,1,102
"39353",39353,2009-06-28,18,65.731001273497,NA,NA,2009,6,1,108
"39354",39354,2009-06-28,19,66.1815098415547,NA,NA,2009,6,1,114
"39355",39355,2009-06-28,20,66.6320184096123,NA,NA,2009,6,1,120
"39356",39356,2009-06-28,21,67.0825269776699,NA,NA,2009,6,1,126
"39357",39357,2009-06-28,22,67.5330355457276,NA,NA,2009,6,1,132
"39358",39358,2009-06-28,23,67.9835441137852,NA,NA,2009,6,1,138
"39359",39359,2009-06-28,24,68.4340526818428,NA,NA,2009,6,1,144
"39360",39360,2009-06-29,1,58.0747098328575,NA,NA,2009,6,2,6
"39361",39361,2009-06-29,2,58.5252184009152,NA,NA,2009,6,2,12
"39362",39362,2009-06-29,3,58.9757269689728,NA,NA,2009,6,2,18
"39363",39363,2009-06-29,4,59.4262355370304,NA,NA,2009,6,2,24
"39364",39364,2009-06-29,5,59.876744105088,NA,NA,2009,6,2,30
"39365",39365,2009-06-29,6,60.3272526731457,NA,NA,2009,6,2,36
"39366",39366,2009-06-29,7,60.7777612412033,NA,NA,2009,6,2,42
"39367",39367,2009-06-29,8,61.2282698092609,NA,NA,2009,6,2,48
"39368",39368,2009-06-29,9,61.6787783773186,NA,NA,2009,6,2,54
"39369",39369,2009-06-29,10,62.1292869453762,NA,NA,2009,6,2,60
"39370",39370,2009-06-29,11,62.5797955134338,NA,NA,2009,6,2,66
"39371",39371,2009-06-29,12,63.0303040814915,NA,NA,2009,6,2,72
"39372",39372,2009-06-29,13,63.4808126495491,NA,NA,2009,6,2,78
"39373",39373,2009-06-29,14,63.9313212176067,NA,NA,2009,6,2,84
"39374",39374,2009-06-29,15,64.3818297856643,NA,NA,2009,6,2,90
"39375",39375,2009-06-29,16,64.832338353722,NA,NA,2009,6,2,96
"39376",39376,2009-06-29,17,65.2828469217796,NA,NA,2009,6,2,102
"39377",39377,2009-06-29,18,65.7333554898372,NA,NA,2009,6,2,108
"39378",39378,2009-06-29,19,66.1838640578949,NA,NA,2009,6,2,114
"39379",39379,2009-06-29,20,66.6343726259525,NA,NA,2009,6,2,120
"39380",39380,2009-06-29,21,67.0848811940101,NA,NA,2009,6,2,126
"39381",39381,2009-06-29,22,67.5353897620677,NA,NA,2009,6,2,132
"39382",39382,2009-06-29,23,67.9858983301254,NA,NA,2009,6,2,138
"39383",39383,2009-06-29,24,68.436406898183,NA,NA,2009,6,2,144
"39384",39384,2009-06-30,1,58.0770640491977,NA,NA,2009,6,3,6
"39385",39385,2009-06-30,2,58.5275726172553,NA,NA,2009,6,3,12
"39386",39386,2009-06-30,3,58.978081185313,NA,NA,2009,6,3,18
"39387",39387,2009-06-30,4,59.4285897533706,NA,NA,2009,6,3,24
"39388",39388,2009-06-30,5,59.8790983214282,NA,NA,2009,6,3,30
"39389",39389,2009-06-30,6,60.3296068894859,NA,NA,2009,6,3,36
"39390",39390,2009-06-30,7,60.7801154575435,NA,NA,2009,6,3,42
"39391",39391,2009-06-30,8,61.2306240256011,NA,NA,2009,6,3,48
"39392",39392,2009-06-30,9,61.6811325936587,NA,NA,2009,6,3,54
"39393",39393,2009-06-30,10,62.1316411617164,NA,NA,2009,6,3,60
"39394",39394,2009-06-30,11,62.582149729774,NA,NA,2009,6,3,66
"39395",39395,2009-06-30,12,63.0326582978316,NA,NA,2009,6,3,72
"39396",39396,2009-06-30,13,63.4831668658893,NA,NA,2009,6,3,78
"39397",39397,2009-06-30,14,63.9336754339469,NA,NA,2009,6,3,84
"39398",39398,2009-06-30,15,64.3841840020045,NA,NA,2009,6,3,90
"39399",39399,2009-06-30,16,64.8346925700621,NA,NA,2009,6,3,96
"39400",39400,2009-06-30,17,65.2852011381198,NA,NA,2009,6,3,102
"39401",39401,2009-06-30,18,65.7357097061774,NA,NA,2009,6,3,108
"39402",39402,2009-06-30,19,66.186218274235,NA,NA,2009,6,3,114
"39403",39403,2009-06-30,20,66.6367268422927,NA,NA,2009,6,3,120
"39404",39404,2009-06-30,21,67.0872354103503,NA,NA,2009,6,3,126
"39405",39405,2009-06-30,22,67.5377439784079,NA,NA,2009,6,3,132
"39406",39406,2009-06-30,23,67.9882525464656,NA,NA,2009,6,3,138
"39407",39407,2009-06-30,24,68.4387611145232,NA,NA,2009,6,3,144
"39408",39408,2009-07-01,1,58.8311484455,NA,NA,2009,7,4,7
"39409",39409,2009-07-01,2,59.2816570135577,NA,NA,2009,7,4,14
"39410",39410,2009-07-01,3,59.7321655816153,NA,NA,2009,7,4,21
"39411",39411,2009-07-01,4,60.1826741496729,NA,NA,2009,7,4,28
"39412",39412,2009-07-01,5,60.6331827177305,NA,NA,2009,7,4,35
"39413",39413,2009-07-01,6,61.0836912857882,NA,NA,2009,7,4,42
"39414",39414,2009-07-01,7,61.5341998538458,NA,NA,2009,7,4,49
"39415",39415,2009-07-01,8,61.9847084219034,NA,NA,2009,7,4,56
"39416",39416,2009-07-01,9,62.4352169899611,NA,NA,2009,7,4,63
"39417",39417,2009-07-01,10,62.8857255580187,NA,NA,2009,7,4,70
"39418",39418,2009-07-01,11,63.3362341260763,NA,NA,2009,7,4,77
"39419",39419,2009-07-01,12,63.7867426941339,NA,NA,2009,7,4,84
"39420",39420,2009-07-01,13,64.2372512621916,NA,NA,2009,7,4,91
"39421",39421,2009-07-01,14,64.6877598302492,NA,NA,2009,7,4,98
"39422",39422,2009-07-01,15,65.1382683983068,NA,NA,2009,7,4,105
"39423",39423,2009-07-01,16,65.5887769663645,NA,NA,2009,7,4,112
"39424",39424,2009-07-01,17,66.0392855344221,NA,NA,2009,7,4,119
"39425",39425,2009-07-01,18,66.4897941024797,NA,NA,2009,7,4,126
"39426",39426,2009-07-01,19,66.9403026705374,NA,NA,2009,7,4,133
"39427",39427,2009-07-01,20,67.390811238595,NA,NA,2009,7,4,140
"39428",39428,2009-07-01,21,67.8413198066526,NA,NA,2009,7,4,147
"39429",39429,2009-07-01,22,68.2918283747102,NA,NA,2009,7,4,154
"39430",39430,2009-07-01,23,68.7423369427679,NA,NA,2009,7,4,161
"39431",39431,2009-07-01,24,69.1928455108255,NA,NA,2009,7,4,168
"39432",39432,2009-07-02,1,58.8335026618402,NA,NA,2009,7,5,7
"39433",39433,2009-07-02,2,59.2840112298978,NA,NA,2009,7,5,14
"39434",39434,2009-07-02,3,59.7345197979555,NA,NA,2009,7,5,21
"39435",39435,2009-07-02,4,60.1850283660131,NA,NA,2009,7,5,28
"39436",39436,2009-07-02,5,60.6355369340707,NA,NA,2009,7,5,35
"39437",39437,2009-07-02,6,61.0860455021284,NA,NA,2009,7,5,42
"39438",39438,2009-07-02,7,61.536554070186,NA,NA,2009,7,5,49
"39439",39439,2009-07-02,8,61.9870626382436,NA,NA,2009,7,5,56
"39440",39440,2009-07-02,9,62.4375712063013,NA,NA,2009,7,5,63
"39441",39441,2009-07-02,10,62.8880797743589,NA,NA,2009,7,5,70
"39442",39442,2009-07-02,11,63.3385883424165,NA,NA,2009,7,5,77
"39443",39443,2009-07-02,12,63.7890969104741,NA,NA,2009,7,5,84
"39444",39444,2009-07-02,13,64.2396054785318,NA,NA,2009,7,5,91
"39445",39445,2009-07-02,14,64.6901140465894,NA,NA,2009,7,5,98
"39446",39446,2009-07-02,15,65.140622614647,NA,NA,2009,7,5,105
"39447",39447,2009-07-02,16,65.5911311827047,NA,NA,2009,7,5,112
"39448",39448,2009-07-02,17,66.0416397507623,NA,NA,2009,7,5,119
"39449",39449,2009-07-02,18,66.4921483188199,NA,NA,2009,7,5,126
"39450",39450,2009-07-02,19,66.9426568868775,NA,NA,2009,7,5,133
"39451",39451,2009-07-02,20,67.3931654549352,NA,NA,2009,7,5,140
"39452",39452,2009-07-02,21,67.8436740229928,NA,NA,2009,7,5,147
"39453",39453,2009-07-02,22,68.2941825910504,NA,NA,2009,7,5,154
"39454",39454,2009-07-02,23,68.7446911591081,NA,NA,2009,7,5,161
"39455",39455,2009-07-02,24,69.1951997271657,NA,NA,2009,7,5,168
"39456",39456,2009-07-03,1,58.8358568781804,NA,NA,2009,7,6,7
"39457",39457,2009-07-03,2,59.286365446238,NA,NA,2009,7,6,14
"39458",39458,2009-07-03,3,59.7368740142957,NA,NA,2009,7,6,21
"39459",39459,2009-07-03,4,60.1873825823533,NA,NA,2009,7,6,28
"39460",39460,2009-07-03,5,60.6378911504109,NA,NA,2009,7,6,35
"39461",39461,2009-07-03,6,61.0883997184686,NA,NA,2009,7,6,42
"39462",39462,2009-07-03,7,61.5389082865262,NA,NA,2009,7,6,49
"39463",39463,2009-07-03,8,61.9894168545838,NA,NA,2009,7,6,56
"39464",39464,2009-07-03,9,62.4399254226414,NA,NA,2009,7,6,63
"39465",39465,2009-07-03,10,62.8904339906991,NA,NA,2009,7,6,70
"39466",39466,2009-07-03,11,63.3409425587567,NA,NA,2009,7,6,77
"39467",39467,2009-07-03,12,63.7914511268143,NA,NA,2009,7,6,84
"39468",39468,2009-07-03,13,64.241959694872,NA,NA,2009,7,6,91
"39469",39469,2009-07-03,14,64.6924682629296,NA,NA,2009,7,6,98
"39470",39470,2009-07-03,15,65.1429768309872,NA,NA,2009,7,6,105
"39471",39471,2009-07-03,16,65.5934853990449,NA,NA,2009,7,6,112
"39472",39472,2009-07-03,17,66.0439939671025,NA,NA,2009,7,6,119
"39473",39473,2009-07-03,18,66.4945025351601,NA,NA,2009,7,6,126
"39474",39474,2009-07-03,19,66.9450111032177,NA,NA,2009,7,6,133
"39475",39475,2009-07-03,20,67.3955196712754,NA,NA,2009,7,6,140
"39476",39476,2009-07-03,21,67.846028239333,NA,NA,2009,7,6,147
"39477",39477,2009-07-03,22,68.2965368073906,NA,NA,2009,7,6,154
"39478",39478,2009-07-03,23,68.7470453754483,NA,NA,2009,7,6,161
"39479",39479,2009-07-03,24,69.1975539435059,NA,NA,2009,7,6,168
"39480",39480,2009-07-04,1,58.8382110945206,NA,NA,2009,7,7,7
"39481",39481,2009-07-04,2,59.2887196625782,NA,NA,2009,7,7,14
"39482",39482,2009-07-04,3,59.7392282306358,NA,NA,2009,7,7,21
"39483",39483,2009-07-04,4,60.1897367986935,NA,NA,2009,7,7,28
"39484",39484,2009-07-04,5,60.6402453667511,NA,NA,2009,7,7,35
"39485",39485,2009-07-04,6,61.0907539348087,NA,NA,2009,7,7,42
"39486",39486,2009-07-04,7,61.5412625028664,NA,NA,2009,7,7,49
"39487",39487,2009-07-04,8,61.991771070924,NA,NA,2009,7,7,56
"39488",39488,2009-07-04,9,62.4422796389816,NA,NA,2009,7,7,63
"39489",39489,2009-07-04,10,62.8927882070393,NA,NA,2009,7,7,70
"39490",39490,2009-07-04,11,63.3432967750969,NA,NA,2009,7,7,77
"39491",39491,2009-07-04,12,63.7938053431545,NA,NA,2009,7,7,84
"39492",39492,2009-07-04,13,64.2443139112121,NA,NA,2009,7,7,91
"39493",39493,2009-07-04,14,64.6948224792698,NA,NA,2009,7,7,98
"39494",39494,2009-07-04,15,65.1453310473274,NA,NA,2009,7,7,105
"39495",39495,2009-07-04,16,65.595839615385,NA,NA,2009,7,7,112
"39496",39496,2009-07-04,17,66.0463481834427,NA,NA,2009,7,7,119
"39497",39497,2009-07-04,18,66.4968567515003,NA,NA,2009,7,7,126
"39498",39498,2009-07-04,19,66.9473653195579,NA,NA,2009,7,7,133
"39499",39499,2009-07-04,20,67.3978738876155,NA,NA,2009,7,7,140
"39500",39500,2009-07-04,21,67.8483824556732,NA,NA,2009,7,7,147
"39501",39501,2009-07-04,22,68.2988910237308,NA,NA,2009,7,7,154
"39502",39502,2009-07-04,23,68.7493995917884,NA,NA,2009,7,7,161
"39503",39503,2009-07-04,24,69.1999081598461,NA,NA,2009,7,7,168
"39504",39504,2009-07-05,1,58.8405653108608,NA,NA,2009,7,1,7
"39505",39505,2009-07-05,2,59.2910738789184,NA,NA,2009,7,1,14
"39506",39506,2009-07-05,3,59.741582446976,NA,NA,2009,7,1,21
"39507",39507,2009-07-05,4,60.1920910150337,NA,NA,2009,7,1,28
"39508",39508,2009-07-05,5,60.6425995830913,NA,NA,2009,7,1,35
"39509",39509,2009-07-05,6,61.0931081511489,NA,NA,2009,7,1,42
"39510",39510,2009-07-05,7,61.5436167192066,NA,NA,2009,7,1,49
"39511",39511,2009-07-05,8,61.9941252872642,NA,NA,2009,7,1,56
"39512",39512,2009-07-05,9,62.4446338553218,NA,NA,2009,7,1,63
"39513",39513,2009-07-05,10,62.8951424233794,NA,NA,2009,7,1,70
"39514",39514,2009-07-05,11,63.3456509914371,NA,NA,2009,7,1,77
"39515",39515,2009-07-05,12,63.7961595594947,NA,NA,2009,7,1,84
"39516",39516,2009-07-05,13,64.2466681275523,NA,NA,2009,7,1,91
"39517",39517,2009-07-05,14,64.69717669561,NA,NA,2009,7,1,98
"39518",39518,2009-07-05,15,65.1476852636676,NA,NA,2009,7,1,105
"39519",39519,2009-07-05,16,65.5981938317252,NA,NA,2009,7,1,112
"39520",39520,2009-07-05,17,66.0487023997829,NA,NA,2009,7,1,119
"39521",39521,2009-07-05,18,66.4992109678405,NA,NA,2009,7,1,126
"39522",39522,2009-07-05,19,66.9497195358981,NA,NA,2009,7,1,133
"39523",39523,2009-07-05,20,67.4002281039557,NA,NA,2009,7,1,140
"39524",39524,2009-07-05,21,67.8507366720134,NA,NA,2009,7,1,147
"39525",39525,2009-07-05,22,68.301245240071,NA,NA,2009,7,1,154
"39526",39526,2009-07-05,23,68.7517538081286,NA,NA,2009,7,1,161
"39527",39527,2009-07-05,24,69.2022623761863,NA,NA,2009,7,1,168
"39528",39528,2009-07-06,1,58.842919527201,NA,NA,2009,7,2,7
"39529",39529,2009-07-06,2,59.2934280952586,NA,NA,2009,7,2,14
"39530",39530,2009-07-06,3,59.7439366633162,NA,NA,2009,7,2,21
"39531",39531,2009-07-06,4,60.1944452313739,NA,NA,2009,7,2,28
"39532",39532,2009-07-06,5,60.6449537994315,NA,NA,2009,7,2,35
"39533",39533,2009-07-06,6,61.0954623674891,NA,NA,2009,7,2,42
"39534",39534,2009-07-06,7,61.5459709355467,NA,NA,2009,7,2,49
"39535",39535,2009-07-06,8,61.9964795036044,NA,NA,2009,7,2,56
"39536",39536,2009-07-06,9,62.446988071662,NA,NA,2009,7,2,63
"39537",39537,2009-07-06,10,62.8974966397196,NA,NA,2009,7,2,70
"39538",39538,2009-07-06,11,63.3480052077773,NA,NA,2009,7,2,77
"39539",39539,2009-07-06,12,63.7985137758349,NA,NA,2009,7,2,84
"39540",39540,2009-07-06,13,64.2490223438925,NA,NA,2009,7,2,91
"39541",39541,2009-07-06,14,64.6995309119501,NA,NA,2009,7,2,98
"39542",39542,2009-07-06,15,65.1500394800078,NA,NA,2009,7,2,105
"39543",39543,2009-07-06,16,65.6005480480654,NA,NA,2009,7,2,112
"39544",39544,2009-07-06,17,66.051056616123,NA,NA,2009,7,2,119
"39545",39545,2009-07-06,18,66.5015651841807,NA,NA,2009,7,2,126
"39546",39546,2009-07-06,19,66.9520737522383,NA,NA,2009,7,2,133
"39547",39547,2009-07-06,20,67.4025823202959,NA,NA,2009,7,2,140
"39548",39548,2009-07-06,21,67.8530908883536,NA,NA,2009,7,2,147
"39549",39549,2009-07-06,22,68.3035994564112,NA,NA,2009,7,2,154
"39550",39550,2009-07-06,23,68.7541080244688,NA,NA,2009,7,2,161
"39551",39551,2009-07-06,24,69.2046165925264,NA,NA,2009,7,2,168
"39552",39552,2009-07-07,1,58.8452737435412,NA,NA,2009,7,3,7
"39553",39553,2009-07-07,2,59.2957823115988,NA,NA,2009,7,3,14
"39554",39554,2009-07-07,3,59.7462908796564,NA,NA,2009,7,3,21
"39555",39555,2009-07-07,4,60.196799447714,NA,NA,2009,7,3,28
"39556",39556,2009-07-07,5,60.6473080157717,NA,NA,2009,7,3,35
"39557",39557,2009-07-07,6,61.0978165838293,NA,NA,2009,7,3,42
"39558",39558,2009-07-07,7,61.5483251518869,NA,NA,2009,7,3,49
"39559",39559,2009-07-07,8,61.9988337199446,NA,NA,2009,7,3,56
"39560",39560,2009-07-07,9,62.4493422880022,NA,NA,2009,7,3,63
"39561",39561,2009-07-07,10,62.8998508560598,NA,NA,2009,7,3,70
"39562",39562,2009-07-07,11,63.3503594241175,NA,NA,2009,7,3,77
"39563",39563,2009-07-07,12,63.8008679921751,NA,NA,2009,7,3,84
"39564",39564,2009-07-07,13,64.2513765602327,NA,NA,2009,7,3,91
"39565",39565,2009-07-07,14,64.7018851282903,NA,NA,2009,7,3,98
"39566",39566,2009-07-07,15,65.152393696348,NA,NA,2009,7,3,105
"39567",39567,2009-07-07,16,65.6029022644056,NA,NA,2009,7,3,112
"39568",39568,2009-07-07,17,66.0534108324632,NA,NA,2009,7,3,119
"39569",39569,2009-07-07,18,66.5039194005209,NA,NA,2009,7,3,126
"39570",39570,2009-07-07,19,66.9544279685785,NA,NA,2009,7,3,133
"39571",39571,2009-07-07,20,67.4049365366361,NA,NA,2009,7,3,140
"39572",39572,2009-07-07,21,67.8554451046937,NA,NA,2009,7,3,147
"39573",39573,2009-07-07,22,68.3059536727514,NA,NA,2009,7,3,154
"39574",39574,2009-07-07,23,68.756462240809,NA,NA,2009,7,3,161
"39575",39575,2009-07-07,24,69.2069708088666,NA,NA,2009,7,3,168
"39576",39576,2009-07-08,1,58.8476279598813,NA,NA,2009,7,4,7
"39577",39577,2009-07-08,2,59.298136527939,NA,NA,2009,7,4,14
"39578",39578,2009-07-08,3,59.7486450959966,NA,NA,2009,7,4,21
"39579",39579,2009-07-08,4,60.1991536640542,NA,NA,2009,7,4,28
"39580",39580,2009-07-08,5,60.6496622321119,NA,NA,2009,7,4,35
"39581",39581,2009-07-08,6,61.1001708001695,NA,NA,2009,7,4,42
"39582",39582,2009-07-08,7,61.5506793682271,NA,NA,2009,7,4,49
"39583",39583,2009-07-08,8,62.0011879362848,NA,NA,2009,7,4,56
"39584",39584,2009-07-08,9,62.4516965043424,NA,NA,2009,7,4,63
"39585",39585,2009-07-08,10,62.9022050724,NA,NA,2009,7,4,70
"39586",39586,2009-07-08,11,63.3527136404576,NA,NA,2009,7,4,77
"39587",39587,2009-07-08,12,63.8032222085153,NA,NA,2009,7,4,84
"39588",39588,2009-07-08,13,64.2537307765729,NA,NA,2009,7,4,91
"39589",39589,2009-07-08,14,64.7042393446305,NA,NA,2009,7,4,98
"39590",39590,2009-07-08,15,65.1547479126882,NA,NA,2009,7,4,105
"39591",39591,2009-07-08,16,65.6052564807458,NA,NA,2009,7,4,112
"39592",39592,2009-07-08,17,66.0557650488034,NA,NA,2009,7,4,119
"39593",39593,2009-07-08,18,66.5062736168611,NA,NA,2009,7,4,126
"39594",39594,2009-07-08,19,66.9567821849187,NA,NA,2009,7,4,133
"39595",39595,2009-07-08,20,67.4072907529763,NA,NA,2009,7,4,140
"39596",39596,2009-07-08,21,67.8577993210339,NA,NA,2009,7,4,147
"39597",39597,2009-07-08,22,68.3083078890916,NA,NA,2009,7,4,154
"39598",39598,2009-07-08,23,68.7588164571492,NA,NA,2009,7,4,161
"39599",39599,2009-07-08,24,69.2093250252068,NA,NA,2009,7,4,168
"39600",39600,2009-07-09,1,58.8499821762215,NA,NA,2009,7,5,7
"39601",39601,2009-07-09,2,59.3004907442792,NA,NA,2009,7,5,14
"39602",39602,2009-07-09,3,59.7509993123368,NA,NA,2009,7,5,21
"39603",39603,2009-07-09,4,60.2015078803944,NA,NA,2009,7,5,28
"39604",39604,2009-07-09,5,60.652016448452,NA,NA,2009,7,5,35
"39605",39605,2009-07-09,6,61.1025250165097,NA,NA,2009,7,5,42
"39606",39606,2009-07-09,7,61.5530335845673,NA,NA,2009,7,5,49
"39607",39607,2009-07-09,8,62.0035421526249,NA,NA,2009,7,5,56
"39608",39608,2009-07-09,9,62.4540507206826,NA,NA,2009,7,5,63
"39609",39609,2009-07-09,10,62.9045592887402,NA,NA,2009,7,5,70
"39610",39610,2009-07-09,11,63.3550678567978,NA,NA,2009,7,5,77
"39611",39611,2009-07-09,12,63.8055764248555,NA,NA,2009,7,5,84
"39612",39612,2009-07-09,13,64.2560849929131,NA,NA,2009,7,5,91
"39613",39613,2009-07-09,14,64.7065935609707,NA,NA,2009,7,5,98
"39614",39614,2009-07-09,15,65.1571021290283,NA,NA,2009,7,5,105
"39615",39615,2009-07-09,16,65.607610697086,NA,NA,2009,7,5,112
"39616",39616,2009-07-09,17,66.0581192651436,NA,NA,2009,7,5,119
"39617",39617,2009-07-09,18,66.5086278332012,NA,NA,2009,7,5,126
"39618",39618,2009-07-09,19,66.9591364012589,NA,NA,2009,7,5,133
"39619",39619,2009-07-09,20,67.4096449693165,NA,NA,2009,7,5,140
"39620",39620,2009-07-09,21,67.8601535373741,NA,NA,2009,7,5,147
"39621",39621,2009-07-09,22,68.3106621054317,NA,NA,2009,7,5,154
"39622",39622,2009-07-09,23,68.7611706734894,NA,NA,2009,7,5,161
"39623",39623,2009-07-09,24,69.211679241547,NA,NA,2009,7,5,168
"39624",39624,2009-07-10,1,58.8523363925617,NA,NA,2009,7,6,7
"39625",39625,2009-07-10,2,59.3028449606194,NA,NA,2009,7,6,14
"39626",39626,2009-07-10,3,59.753353528677,NA,NA,2009,7,6,21
"39627",39627,2009-07-10,4,60.2038620967346,NA,NA,2009,7,6,28
"39628",39628,2009-07-10,5,60.6543706647922,NA,NA,2009,7,6,35
"39629",39629,2009-07-10,6,61.1048792328499,NA,NA,2009,7,6,42
"39630",39630,2009-07-10,7,61.5553878009075,NA,NA,2009,7,6,49
"39631",39631,2009-07-10,8,62.0058963689651,NA,NA,2009,7,6,56
"39632",39632,2009-07-10,9,62.4564049370228,NA,NA,2009,7,6,63
"39633",39633,2009-07-10,10,62.9069135050804,NA,NA,2009,7,6,70
"39634",39634,2009-07-10,11,63.357422073138,NA,NA,2009,7,6,77
"39635",39635,2009-07-10,12,63.8079306411956,NA,NA,2009,7,6,84
"39636",39636,2009-07-10,13,64.2584392092533,NA,NA,2009,7,6,91
"39637",39637,2009-07-10,14,64.7089477773109,NA,NA,2009,7,6,98
"39638",39638,2009-07-10,15,65.1594563453685,NA,NA,2009,7,6,105
"39639",39639,2009-07-10,16,65.6099649134262,NA,NA,2009,7,6,112
"39640",39640,2009-07-10,17,66.0604734814838,NA,NA,2009,7,6,119
"39641",39641,2009-07-10,18,66.5109820495414,NA,NA,2009,7,6,126
"39642",39642,2009-07-10,19,66.9614906175991,NA,NA,2009,7,6,133
"39643",39643,2009-07-10,20,67.4119991856567,NA,NA,2009,7,6,140
"39644",39644,2009-07-10,21,67.8625077537143,NA,NA,2009,7,6,147
"39645",39645,2009-07-10,22,68.3130163217719,NA,NA,2009,7,6,154
"39646",39646,2009-07-10,23,68.7635248898296,NA,NA,2009,7,6,161
"39647",39647,2009-07-10,24,69.2140334578872,NA,NA,2009,7,6,168
"39648",39648,2009-07-11,1,58.8546906089019,NA,NA,2009,7,7,7
"39649",39649,2009-07-11,2,59.3051991769595,NA,NA,2009,7,7,14
"39650",39650,2009-07-11,3,59.7557077450172,NA,NA,2009,7,7,21
"39651",39651,2009-07-11,4,60.2062163130748,NA,NA,2009,7,7,28
"39652",39652,2009-07-11,5,60.6567248811324,NA,NA,2009,7,7,35
"39653",39653,2009-07-11,6,61.10723344919,NA,NA,2009,7,7,42
"39654",39654,2009-07-11,7,61.5577420172477,NA,NA,2009,7,7,49
"39655",39655,2009-07-11,8,62.0082505853053,NA,NA,2009,7,7,56
"39656",39656,2009-07-11,9,62.4587591533629,NA,NA,2009,7,7,63
"39657",39657,2009-07-11,10,62.9092677214206,NA,NA,2009,7,7,70
"39658",39658,2009-07-11,11,63.3597762894782,NA,NA,2009,7,7,77
"39659",39659,2009-07-11,12,63.8102848575358,NA,NA,2009,7,7,84
"39660",39660,2009-07-11,13,64.2607934255935,NA,NA,2009,7,7,91
"39661",39661,2009-07-11,14,64.7113019936511,NA,NA,2009,7,7,98
"39662",39662,2009-07-11,15,65.1618105617087,NA,NA,2009,7,7,105
"39663",39663,2009-07-11,16,65.6123191297663,NA,NA,2009,7,7,112
"39664",39664,2009-07-11,17,66.062827697824,NA,NA,2009,7,7,119
"39665",39665,2009-07-11,18,66.5133362658816,NA,NA,2009,7,7,126
"39666",39666,2009-07-11,19,66.9638448339392,NA,NA,2009,7,7,133
"39667",39667,2009-07-11,20,67.4143534019969,NA,NA,2009,7,7,140
"39668",39668,2009-07-11,21,67.8648619700545,NA,NA,2009,7,7,147
"39669",39669,2009-07-11,22,68.3153705381121,NA,NA,2009,7,7,154
"39670",39670,2009-07-11,23,68.7658791061698,NA,NA,2009,7,7,161
"39671",39671,2009-07-11,24,69.2163876742274,NA,NA,2009,7,7,168
"39672",39672,2009-07-12,1,58.8570448252421,NA,NA,2009,7,1,7
"39673",39673,2009-07-12,2,59.3075533932997,NA,NA,2009,7,1,14
"39674",39674,2009-07-12,3,59.7580619613574,NA,NA,2009,7,1,21
"39675",39675,2009-07-12,4,60.208570529415,NA,NA,2009,7,1,28
"39676",39676,2009-07-12,5,60.6590790974726,NA,NA,2009,7,1,35
"39677",39677,2009-07-12,6,61.1095876655302,NA,NA,2009,7,1,42
"39678",39678,2009-07-12,7,61.5600962335879,NA,NA,2009,7,1,49
"39679",39679,2009-07-12,8,62.0106048016455,NA,NA,2009,7,1,56
"39680",39680,2009-07-12,9,62.4611133697031,NA,NA,2009,7,1,63
"39681",39681,2009-07-12,10,62.9116219377608,NA,NA,2009,7,1,70
"39682",39682,2009-07-12,11,63.3621305058184,NA,NA,2009,7,1,77
"39683",39683,2009-07-12,12,63.812639073876,NA,NA,2009,7,1,84
"39684",39684,2009-07-12,13,64.2631476419337,NA,NA,2009,7,1,91
"39685",39685,2009-07-12,14,64.7136562099913,NA,NA,2009,7,1,98
"39686",39686,2009-07-12,15,65.1641647780489,NA,NA,2009,7,1,105
"39687",39687,2009-07-12,16,65.6146733461065,NA,NA,2009,7,1,112
"39688",39688,2009-07-12,17,66.0651819141642,NA,NA,2009,7,1,119
"39689",39689,2009-07-12,18,66.5156904822218,NA,NA,2009,7,1,126
"39690",39690,2009-07-12,19,66.9661990502794,NA,NA,2009,7,1,133
"39691",39691,2009-07-12,20,67.4167076183371,NA,NA,2009,7,1,140
"39692",39692,2009-07-12,21,67.8672161863947,NA,NA,2009,7,1,147
"39693",39693,2009-07-12,22,68.3177247544523,NA,NA,2009,7,1,154
"39694",39694,2009-07-12,23,68.7682333225099,NA,NA,2009,7,1,161
"39695",39695,2009-07-12,24,69.2187418905676,NA,NA,2009,7,1,168
"39696",39696,2009-07-13,1,58.8593990415823,NA,NA,2009,7,2,7
"39697",39697,2009-07-13,2,59.3099076096399,NA,NA,2009,7,2,14
"39698",39698,2009-07-13,3,59.7604161776975,NA,NA,2009,7,2,21
"39699",39699,2009-07-13,4,60.2109247457552,NA,NA,2009,7,2,28
